Seccion,Subseccion,Contenido
 Litigation , Private party ,"On July 5, 2011, PG&E's lawyers filed their Answer to the Master Complaint. A week later, the San Francisco Chronicle ran a front-page story attacking the defendants for invoking certain routine defenses in their answer, like state-of-the-art and comparative negligence.In July 2012, the plaintiffs lodged a deposition in San Mateo County Superior Court claiming that PG&E management ignored employee concerns about GIS data inaccuracies that impeded inspection of the pipeline.In September 2013, PG&E settled the claims of 347 victims. PG&E had previously settled with 152 victims; the additional settlements brought the total payment to $565 million for 499 victims."
 Litigation , Private party ,"Two victims' lawsuits remained after the settlement, but newspapers later reported the $565 million figure as the final settlement for all victim claims. PG&E stated in its 2015 annual report that it had paid $558 million in third-party claims, and $92 million in legal costs, and received $515 million from insurance."
 Litigation , State of California ,"In October 2012, public hearings on the San Bruno pipeline blast at the CPUC were suspended for state regulators and PG&E to strike a deal about the fines. Rene Morales, mother of Jessica Morales who was burned alive and one of eight people that was killed in the fire requested that California Governor Jerry Brown appoint a new president of the California PUC. Also in October 2012, former Senator George J. Mitchell was chosen to lead talks in the settlement of fines in the explosion."
 Litigation , State of California ,"In December 2012 the CPUC decided that 55% of the long term costs for PG&E pipeline inspection and safety upgrades of $229 million will be borne by electricity rate payers.On September 16, 2014, the San Francisco Chronicle reported that Carol Brown, the chief of staff for the president of the CPUC, had communicated with PG&E executives to help move litigation to judges they expected would be friendly to PG&E's side. As of October 2014 the judge shopping scandal is under federal investigation."
 Litigation , State of California ,"In 2018, the CPUC fined PG&E $92.5 million for improper communication with CPUC commissioners and staff.On April 9, 2015, the Public Utilities Commission fined PG&E $1.6 billion."
 Litigation , Federal ,"On April 1, 2014, PG&E was indicted by a federal grand jury in United States District Court for the Northern District of California for multiple violations of the Natural Gas Pipeline Safety Act of 1968 relating to its record keeping and pipeline ""integrity management"" practices. An additional indictment was issued by the grand jury on July 29, 2014, charging the company with obstruction of justice for lying to the NTSB regarding its pipeline testing policy, bringing the total number of counts in the indictment to 28."
 Litigation , Federal ,"Under the new indictment, the company could be fined as much as $1.3 billion, based on profit associated with the alleged misconduct, in addition to $2.5 billion for state regulatory violations.On January 21, 2017, PG&E was fined $3 million and ordered to perform 10,000 hours of community service for criminal actions of violating the Natural Gas Pipeline Safety Act and for obstruction of justice. In addition, it must institute a compliance and ethics monitoring program and spend up to $3 million to ""publicize its criminal conduct""."
 Litigation , Federal ,These actions were imposed after the company was found guilty by a federal jury in August 2016 of six of the twelve charges against the company in US District Court.
 Litigation , Shareholders ,"In 2017, PG&E settled a shareholder class action lawsuit alleging ""gross mismanagement"" by agreeing to have its insurance company pay PG&E $90 million, and to budget $32 million for safety and governance improvements. Brigham McCown, the former head for the federal Pipeline and Hazardous Materials Safety Administration, called for the creation of a national commission to examine the problems surrounding high-pressure fuel pipelines that have been built in residential areas."
 Litigation , Shareholders ,"McCown says it often takes an ""incident like this one to force change."" He also suggested installing a ""no man's land"" around some pipelines in hopes of preventing another disaster.On September 9, 2012, a memorial to the victims was unveiled in the San Bruno City Park. List of pipeline accidents San Bruno explosion map Interactive map from Los Angeles Times."
 Litigation , Shareholders ,"""Resources"
 Litigation , Shareholders ,for
 Litigation , Shareholders ,San
 Litigation , Shareholders ,Bruno
 Litigation , Shareholders ,"Residents"""
 Litigation , Shareholders ,"(KGO-TV) Aerial photograph of the aftermath – Taken on November 9, 2010 Before and after comparison photos Photo gallery and links to stories and information Commercial pilots in the air realized it was not a plane crash – Video Surveillance video of the explosion from a gas station one quarter mile away – Video Surveillance video from inside a grocery store one quarter mile away – Video National Pipeline Mapping System – Location of gas transport pipelines Emails Produced by PG&E – 65,000 emails between PG&E and the CPUC The NTSB Report on the San Bruno PG&E gas pipeline failure"
